File_Name,Content,Category
5E0BFD89,towards improved privacy policy coverage in healthcare using policy refinement,vldb
8184BC9B,a novel gender classification method based on mapreduce,icse
002D093A,panel one platform for mining structured unstructured data dream or reality,vldb
7B8F7340,active learning in keyword search based data integration,vldb
7AA673A7,query processing under glav mappings for relational and graph databases,vldb
5A72737A,implementation and performance evaluation of a parallel transitive closure algorithm on prisma db,vldb
7E208666,a scalable automated process for year 2000 system correction,icse
77E747BF,low latency multi datacenter databases using replicated commit,vldb
81607B82,on line rule matching for event prediction,vldb
79E3587E,rigi a visualization environment for reverse engineering,icse
7E424143,building modifying and using component generators,icse
59719439,designing information preserving mapping schemes for xml,vldb
7E312CD9,svm in oracle database 10g removing the barriers to widespread adoption of support vector machines,vldb
7B887DCE,towards automated design improvement through combinatorial optimisation,icse
7EC2754E,identifying assigning and quantifying crosscutting concerns,icse
76516FE0,teamscale software quality control in real time,icse
06FDC121,the mr diagram a model for conceptual database design,vldb
080C58EC,software product lines economics architectures and applications workshop,icse
814A5171,inference of concise dtds from xml data,vldb
5CEB54E9,database support for knowledge based image evaluation,vldb
13BD31BA,the michigan benchmark towards xml query performance diagnostics,vldb
0B40706F,e cient ltering of xml docu ments for selective dissemination,vldb
7A78BC34,software engineering and automated deduction,icse
8145FA0C,gordian efficient and scalable discovery of composite keys,vldb
5FCF14A4,very large databases in a commercial application environment,vldb
586ECAAB,a relational database view update translation mechanism,vldb
7DCCFF4B,measuring two event structural correlations on graphs,vldb
768D5162,an automated tool deployment for esd electrostatic discharge correct by construction strategy in 90 nm process,icse
7FD6847B,ownership and immutability inference for uml based object access control,icse
5F97DB96,information retrieval from an incomplete data cube,vldb
08AB1D90,improving unnesting algorithms for join aggregate queries in sql,vldb
774F51C1,an improved data encryption standard to secure data using smart cards,icse
7D8DC180,vhdl implementation of fuzzy based handwriting recognition system,icse
75E93A73,detecting inconsistencies in javascript mvc applications,icse
7D07CAE3,departures from optimality understanding human analyst s information foraging in assisted requirements tracing,icse
7D98C9D9,assessing the quality of abstract data types written in ada,icse
766AB0C1,an incremental flow and context sensitive pointer aliasing analysis,icse
5FA8A3BE,processing inequality queries based on generalized semi joins,vldb
7B8175A7,the pseudo relevance feedback model based on quantum probability theory,icse
7E3510F9,adaptive self tuning memory in db2,vldb
801FF0F1,aurora a new model and architecture for data stream management,vldb
7D77D4C1,problems and solutions for downsizing cmos below 0 1 ??m,icse
8170089D,data integration using web services,vldb
004C8B83,logical integration of locally independent relational databases into a distributed database,vldb
7C82DCA3,an extended pagerank calculation including network parameters,icse
75148808,e commerce customer credit evaluation based on ahp,icse
00C3AFA1,multi modal game based learning satisfaction and users achievement approach,icse
77883CC4,hash based labeling techniques for storage scaling,vldb
7745A5B7,gas sensing properties of zno al thin films prepared by rf magnetron sputtering,icse
5F2A7DF4,performance and scalability of client server database architectures,vldb
02CC5B16,who needs doctors abstract of panel session,icse
8045773A,proving consistency of database transactions,vldb
7A5980FB,stanford s generalized database system,vldb
812E8886,toward new techniques to assess the software implementation process,icse
7946290E,the analysis of conditions and problems of teaching and learning of object oriented analysis and design subject that has impacted to the student learning,icse
59C59AC8,accurate and efficient crawling for relevant websites,vldb
81BF5529,the innovation of multi wavelength erbium doped fiber laser,icse
590CEC41,pc database systems present and future,vldb
7DBE6445,symbiotic general purpose and domain specific languages,icse
81627314,discovering denial constraints,vldb
7E7CF7CB,use of formal method in construting safey critical automotive software component,icse
80B6B584,monotonic complements for independent data warehouses,vldb
7F34999B,swot analysis of china software serverce outsourcing,icse
7A0DF288,factors affecting team evolution during software projects,icse
7D6307D7,abstraction as a unifying link for formal approaches to concurrency,icse
7C006334,a communications model for the software development process,icse
77310475,study of influence factors of customer satisfaction based on bp neural network,icse
6D14D586,biological data management research practice and opportunities,vldb
5D39A75B,generalizing gloss to vector space databases and broker hierarchies,vldb
80444C7E,dyta dynamic symbolic execution guided with static verification results,icse
7DDC3C47,implementing adaptive performance management in server applications,icse
7F8D1EB1,towards a behavioral software engineering,icse
75541425,perturbation testing for computation errors,icse
7F6028A6,code bubbles a practical working set programming environment,icse
7E91A9F9,achieving usability through software architecture,icse
80480A4C,unveiling the complexity of human mobility by querying and mining massive trajectory data,vldb
5843067E,a multimedia office filing system,vldb
7C7F9C57,the research on intelligent system of digital publishing based on the framework of symfony2 0,icse
862114C4,proceedings of the 9th international conference on very large data bases,vldb
77A017B4,2nd international workshop on software engineering challenges for the smart grid se4sg 2013,icse
7B1446B4,set similarity join on probabilistic data,vldb
7FDD6BE7,an empirical comparison of dynamic impact analysis algorithms,icse
7E5B8FA6,bug prediction based on fine grained module histories,icse
5D874DB3,statistics on views,vldb
7990CDA8,answering queries using materialized views with minimum size,vldb
75B7139F,elastic si cache consistent and scalable caching in multi tier architectures,vldb
80A18AB3,approximate voronoi cell computation on spatial data streams,vldb
7C75D0C8,poster an efficient equivalence checking method for petri net based models of programs,icse
7D000B98,elaborating security requirements by construction of intentional anti models,icse
8013F894,probabilistic ranking of database query results,vldb
5BC9428D,a new sql like operator for mining association rules,vldb
7E2592D0,on the pitfalls of uml 2 activity modeling,icse
7915C78D,contributing to os projects a comparison between individual and firms,icse
08D7CCE8,concepts of modeling architectural module views for compliance checks based on architectural styles,icse
79111205,investigating the performance of rf mems switches,icse
5C80A67A,effective resource utilization for multiprocessor join execution,vldb
8023145E,a framework for managing cloned product variants,icse
78E0C96C,development of computer programs by problem analysis diagram pad,icse
7F01D9BC,a case study of the evolution of jun an object oriented open source 3d multimedia library,icse
7DA3982B,multi media data mining technology for the systematic framework,icse
7E65B4F0,an empirical study of an informal knowledge repository in a medium sized software consulting company,icse
5CC28CBE,mapping adaptation under evolving schemas,vldb
7DDE9DF8,teaching software engineering and software project management an integrated and practical approach,icse
5DD0D225,multimedia information management in an object oriented database system,vldb
07ACCDAB,a telecommunication development siemens digital switching system ewsd abstract,icse
7F75D571,a practical guide for using statistical tests to assess randomized algorithms in software engineering,icse
5934B876,reflections on boyce codd normal form,vldb
09F25876,a transformational framework for the automatic control of derived data,vldb
75E5FA29,sql extension for spatio temporal data,vldb
79C514F0,efficient algorithms for mining maximal valid groups,vldb
7E1630E7,an open test bed for medical device integration and coordination,icse
80B639B5,human oriented conceptual abstractions in the re engineering of software,icse
8584E785,a visualization tool for scenario based software development,icse
5E15EE25,parallel querying with non dedicated computers,vldb
5BCD20AB,cache coherency in oracle parallel server,vldb
81A72A5D,bioinformatics at microsoft research,vldb
76336999,the multics system programming process,icse
7E39E16D,automated substring hole analysis,icse
7C759EA3,research on methods to identify the opinion leaders in internet community,icse
79A47DD0,buffer management based on return on consumption in a multi query environment,vldb
8144E2C2,statestep a tool for systematic incremental specification,icse
5AEE4B87,on the facilitation of fine grained access to distributed healthcare data,vldb
690FE76B,supporting ontology based semantic matching in rdbms,vldb
59A02FCC,1978 new orleans data base design workshop report,vldb
5BF67E8B,implementation of two semantic query optimization techniques in db2 universal database,vldb
75E808F8,in the network distributed control in gentoo linux,icse
7DF70179,modeling the software process software process modeling experience panel session panel session position paper,icse
80D6BF08,considering rfm values of frequent patterns in transactional databases,icse
7EBB1E46,study on ph sensing properties of rf magnetron sputtered tantalum pentoxide ta 2 o 5 thin film,icse
11D82CB8,proceedings of the 33rd international conference on very large data bases university of vienna austria september 23 27 2007,vldb
5A9B49D4,hmap a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,vldb
06BF2AAE,cross comparison of modis and misr cloud top height retrieval over the caribbean,icse
75B60A56,gaussian mixture models use case in memory analysis with myria,vldb
820142FF,statistical learning modeling for tremor signal based on empirical mode decomposition method,icse
5D02EFC6,an overview of the system software of a parallel relational database machine grace,vldb
8104BA07,graph homomorphism revisited for graph matching,vldb
2D83D39F,mining revenue maximizing bundling configuration,vldb
7C89C2EB,the research of parallel multi objective particle swarm optimization algorithm,icse
078349CB,load shedding on data streams,vldb
7FF92405,system dynamics modeling of an inspection based process,icse
7C9D48D3,io top k index access optimized top k query processing,vldb
7868C0D9,roadtrack scaling location updates for mobile clients on road networks with query awareness,vldb
799F9562,a comparison between two solution approaches for diaphragm based capacitive pressure microsensor,icse
772EA93B,efficient implementation of generalized quantification in relational query languages,vldb
7C44A0D4,learning global agile software engineering using same site and cross site teams,icse
7F68AFA6,distributed time aware provenance,vldb
5C92E7E5,distributed top n query processing with possibly uncooperative local systems,vldb
6D6BC1C4,data base design by applied data synthesis,vldb
79E972DE,adopting an ria based tool for supporting assessment implementation and learning in software process improvement under the nmx i 059 02 nyce 2005 standard in small software enterprises,icse
023596EB,draft of w3qs a query system for the world wide web,vldb
7D965603,sensing mechanism of polymer for selectivity enhancement of gas sensors,icse
7DC8E564,ad hoc data processing in the cloud,vldb
7803372,sql aa executing sql on an asymmetric architecture,vldb
8084E1AD,nearest and reverse nearest neighbor queries for moving objects,vldb
797E9CE1,enron s spreadsheets and related emails a dataset and analysis,icse
816C786C,modeling of a micro diaphragm biosensor for human artery pulse wave detection,icse
76EC82AC,task assignment optimization in knowledge intensive crowdsourcing,vldb
5B8DFC4C,a methodology for the design and transformation of conceptual schemas,vldb
7732BA6C,global software development process research at siemens,icse
7525F1B7,modeling and verification of custom tcp using sdl,icse
7CBAC50B,energy cost the key challenge of today s data centers a power consumption analysis of tpc c results,vldb
776B1748,the role of logic in software enterprise panel paper,icse
5DDC4B83,software risk assessment a review on small and medium software projects,icse
80ED92A9,similarity search for adaptive ellipsoid queries using spatial transformation,vldb
779D162A,constant time permutation an efficient block allocation strategy for variable bit rate continuous media data,vldb
862B33F9,proceedings of the second international conference on systems for large data bases,vldb
790295B0,a user interface for online assistance,icse
7EEDF6A1,tree pattern aggregation for scalable xml data dissemination,vldb
7E799BF0,object oriented reengineering patterns,icse
7A5D244A,towards elastic transactional cloud storage with range query support,vldb
5F7F8BE1,rule ordering in bottom up fixpoint evaluation of logic programs,vldb
58663952,decentralized authorization in a database system,vldb
7D3E395A,continuous monitoring of nearest neighbors on land surface,vldb
7960B326,triplebit a fast and compact system for large scale rdf data,vldb
70083A04,querying heterogeneous information sources using source descriptions,vldb
7FF48E90,design a technique for minimizing unnecessary handoff in mobile wireless networks,icse
070D9849,towards an architecture centric approach for method engineering,icse
76CEED5E,practices around customization of standard systems,icse
812E34CE,balancing energy efficiency and quality of aggregate data in sensor networks,vldb
0872A811,database tools and interfaces panel session,vldb
09100F05,a study on the application of existing load balancing algorithms for large dynamic heterogeneous distributed systems,icse
5FB990DC,an image based quantitative evaluation method for facial paralysis,icse
7FB29661,continuous reverse k nearest neighbors queries in euclidean space and in spatial networks,vldb
7.88E+261,toward an effective software reliability evaluation,icse
7A459882,special issue best papers of vldb 2005,vldb
7C45BE1D,authenticated indexing for outsourced spatial databases,vldb
7B291D93,transaction management issues in a failure prone multidatabase system environment,vldb
68A0F3D2,processing object oriented queries with invertible late bound functions,vldb
807CA051,dbmss on a modern processor where does time go,vldb
7ED23651,the design of 8 bit cmos digital to analog converter,icse
81038959,extending requirement specifications using analogy,icse
0A9840CC,object oriented formal modeling and analysis of interacting hybrid systems in hi maude,icse
5E843B4B,towards a real horn clause language,vldb
7A60A6A5,on biased reservoir sampling in the presence of stream evolution,vldb
86053C26,xoring elephants novel erasure codes for big data,vldb
81861043,arm based design and realization of water well monitoring terminal,icse
0834EABC,mining optimal utility incorporated sequential pattern from rfid data warehouse using genetic algorithm,icse
5C189E5F,the case for enhanced abstract data types,vldb
6F2B46A5,growing a graph matching from a handful of seeds,vldb
7E146041,tools for client server computing,icse
7B9E9C01,calibrating trajectory data for spatio temporal similarity analysis,vldb
5DE79AAF,using diversity in cloud based deployment environment to avoid intrusions,icse
7FCD2721,explicit assumptions enrich architectural models,icse
7F7FF45C,an exploratory study of the pull based software development model,icse
7CDFA2AD,emotion recognition system based on mapl,icse
7FE2A315,hiding distribution in distributed systems,icse
75CF8423,who needs doctors panel session abstract only,icse
58339043,architecting security with paradigm,icse
80C68299,verification support for workflow design with uml activity graphs,icse
790FFD6B,recontest effective regression testing of concurrent programs,icse
7E20116F,supporting the selection of model based testing approaches for software projects,icse
5C815C59,eliciting a model of emergency corrective maintenance at sas,icse
5EE2AD94,implementing queries and updates on universal scheme interfaces,vldb
0A340217,induction as the basis for program verification abstract,icse
81C5DDBE,a method of data broadcasting based on analog audio baseband signal,icse
77C7DDF1,scaling down effects on the electrical performance of top contact pentacene tfts,icse
80386D5B,temporal analysis of api usage concepts,icse
7B37217B,study on graphic technology in creating ietm,icse
814D7316,query processing in spatial network databases,vldb
7E65FB9C,a model for the reuse of software design information,icse
5C69FD4A,aquery query language for ordered data optimization techniques and experiments,vldb
0B92609E,evolutionary design through reflective petri nets an application to workflow,icse
5B564A7F,computer aided design of software systems,icse
596BD9F5,pearl at the age of three case study of development and application of a common high order realtime programming language,icse
5ECCA3B1,functional dependencies and incomplete information,vldb
7EBDF51F,why it is time for a hype a hybrid query processing engine for efficient gpu coprocessing in dbms,vldb
77E6786A,high performance in0 52al0 48as in0 6ga0 4as power metamorphic hemt for ka band applications,icse
5A44662A,updates in a rule based language for objects,vldb
5F553D40,an effective deductive object oriented database through language integration,vldb
7F2F9235,integrating architecture description languages with a standard design method,icse
813CD9FC,influence of social and technical factors for evaluating contribution in github,icse
7BCCDC7A,vibes transition system mutation made easy,icse
77DD8A8B,chiminey reliable computing and data management platform in the cloud,icse
80EEECA2,a framework for modeling and evaluating automatic semantic reconciliation,vldb
77A2E834,a cross program investigation of students perceptions of agile methods,icse
7D6D7D9C,avoiding sorting and grouping in processing queries,vldb
5B551601,fast randomized join order selection why use transformations,vldb
7F33D251,function point measurement from java programs,icse
77C80DA7,exploring the translation mode for scientific discourses under the framework of information dualism,icse
12EA320F,welcome message from the general chairs,vldb
7F5DB806,an integrated bug processing framework,icse
81674CCE,multi level data model in dpls database dynamic program control open ended pol support,vldb
7F2B8465,performance analysis of a dual tree algorithm for computing spatial distance histograms,vldb
587B6D31,type based adaptation an adaptation approach for dynamic distributed systems,icse
5A858727,semantic mining and analysis of gene expression data,vldb
5FADE1CC,l cover preserving diversity by anonymity,vldb
5DF926E0,research and development on knowledge bases systems at icot,vldb
02A16379,extending relational database functionality with data inconsistency resolution support,vldb
7FC88C6A,a linked data driven solution to user modeling in a multi application environment,icse
7830D046,research and design on web application vulnerability scanning service,icse
832131B5,differential privacy in telco big data platform,vldb
7EB4CA7B,generative programming approach for building pervasive computing applications,icse
7EA4E8B0,an infrastructure for the rapid development of xml based architecture description languages,icse
7C4FFF1B,comparing test quality measures for assessing student written tests,icse
7E3828CD,supporting consistent updates in replicated multidatabase systems,vldb
8096F387,big data maturity model for malaysian zakat institutions to embark on big data initiatives,icse
7D895CED,conditional heavy hitters detecting interesting correlations in data streams,vldb
5BEA9119,the role concept in data models,vldb
0A155EB0,selectivity estimation of multi dimensional range queries over real attributes,vldb
7F5A6E9B,analysis of two existing and one new dynamic programming algorithm for the generation of optimal bushy join trees without cross products,vldb
7.81E+11,build it yourself homegrown tools in a large software company,icse
80324B3D,program development by transformations applied to relational database queries,vldb
7DC8B7CB,exploiting connector knowledge to efficiently disseminate highly voluminous data sets,icse
7D19F657,software requirements negotiation and renegotiation aids a theory w based spiral approach,icse
7E440136,lazy maintenance of materialized views,vldb
774C85A4,inference of message sequence charts,icse
8124B3E2,overview of the impact project,icse
5B7EC6E5,cords automatic generation of correlation statistics in db2,vldb
7D1C684B,exploiting user group relationships for increasing concurrency in software engineering environments,icse
7F305F5C,evaluating dependability attributes of component based specifications,icse
757DEF25,dbtoaster higher order delta processing for dynamic frequently fresh views,vldb
817299CF,characterization of co synthesized titanium and zno nanostructures,icse
5BE8AC2D,comprehensive approach to the design of relational database schemes,vldb
5C610EFF,a self optimizing run time architecture for configurable dependability of services,icse
75EDBDB9,a kinect based rehabilitation exercise monitoring and guidance system,icse
7D5C8823,main memory scan sharing for multi core cpus,vldb
7D63DE2A,constrained locally weighted clustering,vldb
7E9C4C36,ws amuse web service architecture for multimedia services,icse
7.58E+33,delayed switch cloud service upgrade with low availability and capacity loss,icse
79D95794,auger pid characterization of threshold voltage shift and application in bond pad monitoring of wafer fabrication,icse
046CB05E,standardization and the relational approach to databases an ansi task group status report,vldb
77846013,sleepers and workaholics caching strategies in mobile environments,vldb
7B49FF8E,probabilistic inverse ranking queries in uncertain databases,vldb
7C4F4C86,a multi level architecture for relational data base systems,vldb
797FF96C,summarization and matching of density based clusters in streaming environments,vldb
7E5F52B3,locating data sources in large distributed systems,vldb
7DE3D09A,cads continuous authentication on data streams,vldb
05D33A2A,a standard software application development sap r 3 abstract,icse
7F9B33FD,analysis of android inter app security vulnerabilities using covert,icse
5CC6C624,self tuning database systems a decade of progress,vldb
81737A7D,microsoft cep server and online behavioral targeting,vldb
7EFC89E9,pragmatic reuse in web application development,icse
5EA8D46B,from hci to software engineering and back,icse
7E7EB4D6,uncertain time series similarity return to the basics,vldb
754EE4BA,a motion aware approach for efficient evaluation of continuous queries on 3d object databases,vldb
59FCD955,application of sub predicate tests in database systems,vldb
591F6EFB,software engineering in 1968,icse
7B4901AA,an empirical study on the developers perception of software coupling,icse
6D304762,the impact of global clustering on spatial database systems,vldb
585D65F7,slicing javatm programs using the jpda and dynamic object relationship diagrams with xml,icse
71A5C97A,an experiment in software engineering the architecture research facility as a case study,icse
7DFFC101,integrating reliable memory in databases,vldb
773B31B0,broker based secure web service composition using star topology,icse
0592B80C,a time bound on the matenahzauon of some recumvely defined views,vldb
790E7626,research and application of industrial field bus gateway based on at91rm9200,icse
78726AA1,a predicate based caching scheme for client server database architectures,vldb
7AD0A0B5,encoding characteristics of a 2 channel optical motion detector,icse
7FAAF1B9,comeback a refactoring based tool for binary compatible framework upgrade,icse
5E79685B,improving software engineering practice with hci aspects,icse
78887CEB,a demonstration of iterative parallel array processing in support of telescope image analysis,vldb
7EC59F9E,databases with uncertainty and lineage,vldb
5AC1E986,compositional verification of architectural refactorings,icse
5A9DFB57,loading the data warehouse across various parallel architectures,vldb
81BDAFBE,decision tree algorithm optimization research based on mapreduce,icse
814D68BE,cache conscious radix decluster projections,vldb
7509CC3D,m u m mint an ide for model uncertainty,icse
7953EE05,hadoop making a yellow elephant run like a cheetah without it even noticing,vldb
7A79AC87,modeling of data processing software for generating and reusing their programs,icse
753E1FB5,studying team evolution during software testing,icse
5F077A79,duplicate removal in information system dissemination,vldb
75E60CCD,net fli on the fly compression archiving and indexing of streaming network traffic,vldb
7921923B,requirements interaction management in an extreme programming environment a case study,icse
7837016D,extending concurrent pascal to allow dynamic resource management,icse
53FD373F,innovation and sustainability in education,icse
7BBF77CA,global software development for the practitioner,icse
7F2ABA22,ale compliant rfid middleware for mobile environment,icse
77DD7042,a research of mbd technology based on the i plane system,icse
7FB27E7F,quantifying the value of architecture design decisions lessons from the field,icse
75B58B32,empirical investigation of a novel approach to check the integrity of software engineering measuring processes poster session,icse
03788DE4,a mapping function for the directory of a multidimensional extendible hashing,vldb
80ADA7CA,regional clock gate splitting algorithm for clock tree synthesis,icse
59F8C0DE,query processing on personal computers a pragmatic approach extended abstract,vldb
7D326B4F,the simulation of formal management and technical reviews to increase quality in undergraduate software engineering projects,icse
5A46B9C0,managing distributed workspaces with active xml,vldb
80A14A41,assume guarantee testing of evolving software product line architectures,icse
6943557B,what can hierarchies do for data warehouses,vldb
7D110EC6,goldfish bowl panel software development analytics,icse
5A246AB3,multi layer audit of access rights,vldb
0C563981,fast incremental index ing for full text ir,vldb
7866D59D,automated test generation on path based symbolic execution,icse
7AC20F59,impact of collaborative traces on trustworthiness,icse
7854426F,models of software development environments,icse
7867B9E4,efficient decentralized monitoring of safety in distributed systems,icse
5FDE6182,comprehension and evolution of legacy software,icse
7F1C4C36,estimating the selectivity of xml path expressions for internet scale applications,vldb
641D5808,fast algorithms for mining association rules,vldb
7F57D9FD,negotiation behavior during requirements specification,icse
5D6F8B18,information processing for cad vlsi on a generalized data management system,vldb
5455507,duplicate removal in information dissemination,vldb
09A98116,plenary lecture 2 how to test accounting harmonization upon the globalization of financial reporting systems,icse
817585F0,automatic dimension inference and checking for object oriented programs,icse
7ECA3FCB,using object oriented development for support prototyping,icse
6306C2E6,extending masive the impact of stress on imitation based learning,icse
5AEBBC47,building hierarchical classifiers using class proximity,vldb
5EDBF370,vxmlr a visual xml relational database system,vldb
79D3063E,education impact of evolutionary software development,icse
7E43F77A,bringing domain specific languages to digital forensics,icse
802631A3,the dynamic predicate integrating access control with query processing in xml databases,vldb
7761111F,reverb recommending code related web pages,icse
7CFCDAFC,orientstore a schema based native xml storage system,vldb
8073C414,h store a high performance distributed main memory transaction processing system,vldb
7FE98923,choice of organizational structure for software companies in growth stage,icse
7C272AA8,view selection in semantic web databases,vldb
78479F94,revisiting statechart synthesis with an algebraic approach,icse
80F47764,an extended professional development programme for specialist computing teachers in hong kong,icse
5922D501,nested transactions with multiple commit points an approach to the structuring of advanced database applications,vldb
5F9F60DD,providing dynamic security control in a federated database,vldb
7E72DCF6,research on vertical relation arrangement of aviation fuel supply chain,icse
7D3BAEC5,navigating in complex mashed up applications,vldb
7BB2A07C,towards an architectural design pattern for automotive telematics systems,icse
0B4F3A3B,active database systems abstract,vldb
760610DB,methods of component based software engineering essential concepts and classroom experience,icse
79E5C282,discovering faults in idiom based exception handling,icse
7FEB72CB,the current state and future of search based software engineering,icse
59E15CC0,aida an adaptive immersive data analyzer,vldb
80240B07,a resource locating model based on local nodes first in overlay network,icse
5D4F200C,a formal model for maximum concurrency in transaction systems with predeclared writesets,vldb
7B2A6231,next generation data analytics at ibm research,vldb
75938690,an ultra large scale systems approach to national scale health information systems,icse
7FAEA3FB,data integration the teenage years,vldb
0341885C,automatic test generation from specifications for control flow and data flow coverage criteria,icse
583038A6,a framework for translating legal knowledge into administrative processes dynamic adaption of business processes,icse
766E4289,analyzing the significance of process metrics for tt c software defect prediction,icse
5978185C,tuple routing strategies for distributed eddies,vldb
77E6AA6F,it839 policy leading to u korea,vldb
7E53B1C2,active code completion,icse
7A9852D2,the software information base a server for reuse,vldb
78BE0FEF,deco a system for declarative crowdsourcing,vldb
0B521039,software engineering and structured programming abstract,icse
7F51AA30,extending dbmss with satellite databases,vldb
05FB1788,dynamic and order preserving data partitioning for database machines,vldb
7D021302,core a method for controlled requirement specification,icse
09842F57,translating event b machines to database applications,icse
80F3C738,4th international workshop on product line approaches in software engineering please 2013,icse
599AAB98,investigating the readability of formal requirements specification languages,icse
7FE9B5F1,group based software engineering in an introductory computer science course,icse
7D8E0502,segmentation based online performance problem diagnosis,icse
6A7FB21E,a denotational model for instantaneous signal calculus,icse
7F98BC08,reengineering legacy software products into software product line based on automatic variability analysis,icse
81768574,recovering information from summary data,vldb
7D730A93,netcube a scalable tool for fast data mining and compression,vldb
7D688A0F,optimizing database architecture for the new bottleneck memory access,vldb
7FDFBA82,knowledge based architectural adaptation management for self adaptive systems,icse
0BA74B46,arabic domain names,icse
7D9AF2DE,fast rule mining in ontological knowledge bases with amie,vldb
8167F96C,covana precise identification of problems in pex,icse
0429BB07,the a dynamic index for multidimensional ob jects,vldb
805354C2,design and implementation of intelligent urban irrigation system zigbee modules for sensor networking,icse
5B1680DF,uload choosing the right storage for your xml application,vldb
7A05838F,paris a system for reusing partially interpreted schemas,icse
7FF65FC7,low power current mode bandgap reference circuit with cmos process,icse
7BAB4E4F,testing challenges in adoption of component based software,icse
5BD0C669,xperanto middleware for publishing object relational data as xml documents,vldb
750C61EA,explaining the cost of european space and military projects,icse
7784CA02,an alternative doping technique of polysilicon gate for sub micron cmos bicmos devices,icse
7A570399,visual languages for event integration specification,icse
04B9EB2C,cost driven index selection tool for microsoft sql server,vldb
7565AF99,design and synthesis of mobile robot controller using fuzzy,icse
7DC797FF,web of lossy adapters for interface interoperability an algorithm and np completeness of minimization,icse
7B96EEE8,how much up front a grounded theory of agile architecture,icse
5E0DDFBC,retrieval by unification operation on a relational knowledge base,vldb
7ABE702F,the software assurance competency model a roadmap to enhance individual professional capability,icse
7D08DCB3,digitally annexing desk space for software development nier track,icse
7F219D41,a combination approach for enhancing automated traceability nier track,icse
85EBD9EC,proceedings of the second vdlb international conference on secure data management,vldb
5A8F0055,stemming architectural erosion by coupling architectural discovery and recovery,icse
05E3A108,panel on collaborative software engineering,icse
7F94CDCD,research directions in software technology,icse
7BC3520E,realization of perfect silicon corrugated diaphragm using koh etching,icse
79CA0678,a software reliability assessment based on a structural and behavioral analysis of programs,icse
7DF50298,the social dynamics of pair programming,icse
5A637BA6,the generalized mdl approach for summarization,vldb
5E9509DF,approximate query processing taming the terabytes,vldb
801E4029,an iterative empirical strategy for the systematic selection of a combination of verification and validation technologies,icse
05A50B90,design of a balanced multiple valued file organization schema with the least redundancy,vldb
7EC97CF9,the ptl description of processor state transformation in virtualization system,icse
8070869A,type based detection of xml query update independence,vldb
03FCBD3F,the zero latency enterprise,vldb
5F767DF1,a surrogate concept for engineering databases,vldb
75790212,spatial keyword query processing an experimental evaluation,vldb
69514047,how to summarize the universe dynamic maintenance of quantiles,vldb
801DE11B,web service orchestration with bpel,icse
81CF3C17,design of a high speed true random number acquisition system based on semiconductor superlattice,icse
5E59CAD0,what is the data warehousing problem are materialized views the answer,vldb
77DACB24,rule based spatiotemporal query processing for video databases,vldb
67F66E36,a formal model for maximum concurrency in transaction systems with predeclared write sets,vldb
5F9594A9,complex queries over web repositories,vldb
583DD32C,using sql to build new aggregates and extenders for object relational systems,vldb
0766A609,a dbms architecture to support information analysis abstract,vldb
7D45B278,improving psp education by pairing an empirical study,icse
0308E68E,hash based join algorithms for multiprocessor computers with shared memory,vldb
806D7B66,design and calibration of a 3 d micro strain gauge for in situ on chip stress measurements,icse
7F4E7E68,3 step knowledge transition,icse
7.92E+20,overlapping community detection algorithms in complex networks based on the fuzzy spectral clustering,icse
80BD6DB7,self adaptation through incremental generative model transformations at runtime,icse
7693BDA9,morphological disambiguation rules for uyghur language,icse
791D23CB,5th international workshop on product line approaches in software engineering ple for a sustainable society please 2015,icse
5A3DDCA2,on the satisfiability of dependency constraints in entity relationship schemata,vldb
5CFC1C07,an approximate de bruijn graph approach to multiple local alignment and motif discovery in protein sequences,vldb
814DD391,whither software architecture keynote,icse
7618E964,lightweight privacy preserving peer to peer data integration,vldb
7D66E2D7,datagarage warehousing massive performance data on commodity servers,vldb
7E31D4B5,taming xpath queries by minimizing wildcard steps,vldb
7A1123ED,interform a cad system for program development,icse
7F130B3F,perracotta mining temporal api rules from imperfect traces,icse
5EC87EF0,don t scrap it wrap it a wrapper architecture for legacy data sources,vldb
0BA5041E,a model driven approach for the performance management of grid based applications,icse
788A9F75,clustering collaborative filtering recommendation system based on svd algorithm,icse
816A9E7D,non uniformity issues and workarounds in bounded size sampling,vldb
5EE91972,integrating organizational requirements and socio intentional architectural styles,icse
76247B3C,just in time compilation for sql query processing,vldb
5D867C33,computer science 2 0 a new world of data management,vldb
59426504,knowledge based trust estimating the trustworthiness of web sources,vldb
7EC284A7,fuzzy set based automatic bug triaging nier track,icse
0AA5E715,schema evolution in object databases measuring the performance of immediate and deferred updates,vldb
7DB65B8D,a lecture allocation method based on multi leveled value model,icse
528660,capacitor placement in distribution networks using ant colony algorithm,icse
7A7DFB8F,a new framework to automate constrained microaggregation,vldb
5F9C5B2C,data management for real time systems,vldb
5C894018,efficiently processing queries on interval and value tuples in relational databases,vldb
5C375B59,over encryption management of access control evolution on outsourced data,vldb
762C60DE,study of task processes for improving programmer productivity,icse
7D408E1D,software architecture in industrial applications,icse
7F4F5E90,code clone detection in practice,icse
5865C2DD,managing derived data in the gaea scientific dbms,vldb
5C6C735F,cooperative access to data and knowledge baes abstract,vldb
84276628,sharing buffer pool memory in multi tenant relational database as a service,vldb
80845F3E,rational quality requirements for medical software,icse
59A34C26,technology for developing regions,vldb
